t,topico,FL,FR,steer,speed,vx,wz
14.575,rodas,0.0,-0.0,,,,
14.576,rodas,0.0,-0.0,,,,
14.576,rodas,0.0,-0.0,,,,
14.615,mega,,,0,0,,
14.615,rodas,0.0,-0.0,,,,
14.616,rodas,0.0,-0.0,,,,
14.675,rodas,0.0,-0.0,,,,
14.676,rodas,0.0,-0.0,,,,
14.676,rodas,0.0,-0.0,,,,
14.715,mega,,,0,0,,
14.716,rodas,0.0,-0.0,,,,
14.716,rodas,0.0,-0.0,,,,
14.775,rodas,0.0,-0.0,,,,
14.776,rodas,0.0,-0.0,,,,
14.777,rodas,0.0,-0.0,,,,
14.815,mega,,,0,0,,
14.816,rodas,0.0,-0.0,,,,
14.816,rodas,0.0,-0.0,,,,
14.875,rodas,0.0,-0.0,,,,
14.875,rodas,0.0,-0.0,,,,
14.875,rodas,0.0,-0.0,,,,
14.915,mega,,,0,0,,
14.915,rodas,0.0,-0.0,,,,
14.916,rodas,0.0,-0.0,,,,
14.975,rodas,0.0,-0.0,,,,
14.976,rodas,0.0,-0.0,,,,
14.976,rodas,0.0,-0.0,,,,
15.015,mega,,,0,0,,
15.015,rodas,0.0,-0.0,,,,
15.016,rodas,0.0,-0.0,,,,
15.075,rodas,0.0,-0.0,,,,
15.075,rodas,0.0,-0.0,,,,
15.075,rodas,0.0,-0.0,,,,
15.115,mega,,,0,0,,
15.115,rodas,0.0,-0.0,,,,
15.116,rodas,0.0,-0.0,,,,
15.175,rodas,0.0,-0.0,,,,
15.176,rodas,0.0,-0.0,,,,
15.176,rodas,0.0,-0.0,,,,
15.215,rodas,0.0,-0.0,,,,
15.215,mega,,,0,0,,
15.215,rodas,0.0,-0.0,,,,
15.275,rodas,0.0,-0.0,,,,
15.276,rodas,0.0,-0.0,,,,
15.276,rodas,0.0,-0.0,,,,
15.315,mega,,,0,0,,
15.315,rodas,0.0,-0.0,,,,
15.316,rodas,0.0,-0.0,,,,
15.375,rodas,0.0,-0.0,,,,
15.375,rodas,0.0,-0.0,,,,
15.376,rodas,0.0,-0.0,,,,
15.415,rodas,0.0,-0.0,,,,
15.417,mega,,,0,0,,
15.418,rodas,0.0,-0.0,,,,
15.475,rodas,0.0,-0.0,,,,
15.475,rodas,0.0,-0.0,,,,
15.476,rodas,0.0,-0.0,,,,
15.515,rodas,0.0,-0.0,,,,
15.516,rodas,0.0,-0.0,,,,
15.516,mega,,,0,0,,
15.575,rodas,0.0,-0.0,,,,
15.576,rodas,0.0,-0.0,,,,
15.576,rodas,0.0,-0.0,,,,
15.615,rodas,0.0,-0.0,,,,
15.616,rodas,0.0,-0.0,,,,
15.616,mega,,,0,0,,
15.675,rodas,0.0,-0.0,,,,
15.676,rodas,0.0,-0.0,,,,
15.676,rodas,0.0,-0.0,,,,
15.715,rodas,0.0,-0.0,,,,
15.715,rodas,0.0,-0.0,,,,
15.715,mega,,,0,0,,
15.775,rodas,0.0,-0.0,,,,
15.775,rodas,0.0,-0.0,,,,
15.776,rodas,0.0,-0.0,,,,
15.815,rodas,0.0,-0.0,,,,
15.815,mega,,,0,0,,
15.816,rodas,0.0,-0.0,,,,
15.875,rodas,0.0,-0.0,,,,
15.876,rodas,0.0,-0.0,,,,
15.876,rodas,0.0,-0.0,,,,
15.915,rodas,0.0,-0.0,,,,
15.916,rodas,0.0,-0.0,,,,
15.916,mega,,,0,0,,
15.975,rodas,0.0,-0.0,,,,
15.976,rodas,0.0,-0.0,,,,
15.976,rodas,0.0,-0.0,,,,
16.015,mega,,,0,0,,
16.016,rodas,0.0,-0.0,,,,
16.016,rodas,0.0,-0.0,,,,
16.075,rodas,0.0,-0.0,,,,
16.075,rodas,0.0,-0.0,,,,
16.076,rodas,0.0,-0.0,,,,
16.115,mega,,,0,0,,
16.115,rodas,0.0,-0.0,,,,
16.116,rodas,0.0,-0.0,,,,
16.175,rodas,0.0,-0.0,,,,
16.175,rodas,0.0,-0.0,,,,
16.176,rodas,0.0,-0.0,,,,
16.215,mega,,,0,0,,
16.216,rodas,0.0,-0.0,,,,
16.216,rodas,0.0,-0.0,,,,
16.275,rodas,0.0,-0.0,,,,
16.276,rodas,0.0,-0.0,,,,
16.276,rodas,0.0,-0.0,,,,
16.315,mega,,,0,0,,
16.315,rodas,0.0,-0.0,,,,
16.315,rodas,0.0,-0.0,,,,
16.375,rodas,0.0,-0.0,,,,
16.376,rodas,0.0,-0.0,,,,
16.377,rodas,0.0,-0.0,,,,
16.415,mega,,,0,0,,
16.416,rodas,0.0,-0.0,,,,
16.416,rodas,0.0,-0.0,,,,
16.475,rodas,0.0,-0.0,,,,
16.476,rodas,0.0,-0.0,,,,
16.476,rodas,0.0,-0.0,,,,
16.515,mega,,,0,0,,
16.516,rodas,0.0,-0.0,,,,
16.516,rodas,0.0,-0.0,,,,
16.575,rodas,0.0,-0.0,,,,
16.576,rodas,0.0,-0.0,,,,
16.576,rodas,0.0,-0.0,,,,
16.615,mega,,,0,0,,
16.616,rodas,0.0,-0.0,,,,
16.616,rodas,0.0,-0.0,,,,
16.675,rodas,0.0,-0.0,,,,
16.676,rodas,0.0,-0.0,,,,
16.677,rodas,0.0,-0.0,,,,
16.715,mega,,,0,0,,
16.716,rodas,0.0,-0.0,,,,
16.716,rodas,0.0,-0.0,,,,
16.775,rodas,0.0,-0.0,,,,
16.776,rodas,0.0,-0.0,,,,
16.776,rodas,0.0,-0.0,,,,
16.815,mega,,,0,0,,
16.816,rodas,0.0,-0.0,,,,
16.816,rodas,0.0,-0.0,,,,
16.875,rodas,0.0,-0.0,,,,
16.876,rodas,0.0,-0.0,,,,
16.876,rodas,0.0,-0.0,,,,
16.915,mega,,,0,0,,
16.916,rodas,0.0,-0.0,,,,
16.916,rodas,0.0,-0.0,,,,
16.975,rodas,0.0,-0.0,,,,
16.976,rodas,0.0,-0.0,,,,
16.976,rodas,0.0,-0.0,,,,
17.035,mega,,,0,0,,
17.035,rodas,0.0,-0.0,,,,
17.036,rodas,0.0,-0.0,,,,
17.075,rodas,0.0,-0.0,,,,
17.076,rodas,0.0,-0.0,,,,
17.076,rodas,0.0,-0.0,,,,
17.115,mega,,,0,0,,
17.116,rodas,0.0,-0.0,,,,
17.116,rodas,0.0,-0.0,,,,
17.175,rodas,0.0,-0.0,,,,
17.176,rodas,0.0,-0.0,,,,
17.176,rodas,0.0,-0.0,,,,
17.215,mega,,,0,0,,
17.216,rodas,0.0,-0.0,,,,
17.216,rodas,0.0,-0.0,,,,
17.275,rodas,0.0,-0.0,,,,
17.276,rodas,0.0,-0.0,,,,
17.276,rodas,0.0,-0.0,,,,
17.315,mega,,,0,0,,
17.316,rodas,0.0,-0.0,,,,
17.317,rodas,0.0,-0.0,,,,
17.375,rodas,0.0,-0.0,,,,
17.376,rodas,0.0,-0.0,,,,
17.377,rodas,0.0,-0.0,,,,
17.416,rodas,0.0,-0.0,,,,
17.416,mega,,,0,0,,
17.416,rodas,0.0,-0.0,,,,
17.475,rodas,0.0,-0.0,,,,
17.476,rodas,0.0,-0.0,,,,
17.476,rodas,0.0,-0.0,,,,
17.515,rodas,0.0,-0.0,,,,
17.516,rodas,0.0,-0.0,,,,
17.516,mega,,,0,0,,
17.575,rodas,0.0,-0.0,,,,
17.576,rodas,0.0,-0.0,,,,
17.576,rodas,0.0,-0.0,,,,
17.635,rodas,0.0,-0.0,,,,
17.636,rodas,0.0,-0.0,,,,
17.636,mega,,,0,0,,
17.675,rodas,0.0,-0.0,,,,
17.676,rodas,0.0,-0.0,,,,
17.676,rodas,0.0,-0.0,,,,
17.735,mega,,,0,0,,
17.736,rodas,0.0,-0.0,,,,
17.736,rodas,0.0,-0.0,,,,
17.775,rodas,0.0,-0.0,,,,
17.776,rodas,0.0,-0.0,,,,
17.776,rodas,0.0,-0.0,,,,
17.835,mega,,,0,0,,
17.835,rodas,0.0,-0.0,,,,
17.835,rodas,0.0,-0.0,,,,
17.875,rodas,0.0,-0.0,,,,
17.876,rodas,0.0,-0.0,,,,
17.876,rodas,0.0,-0.0,,,,
17.935,mega,,,0,0,,
17.935,rodas,0.0,-0.0,,,,
17.936,rodas,0.0,-0.0,,,,
17.975,rodas,0.0,-0.0,,,,
17.975,rodas,0.0,-0.0,,,,
17.976,rodas,0.0,-0.0,,,,
18.035,rodas,0.0,-0.0,,,,
18.035,mega,,,0,0,,
18.036,rodas,0.0,-0.0,,,,
18.075,rodas,0.0,-0.0,,,,
18.076,rodas,0.0,-0.0,,,,
18.076,rodas,0.0,-0.0,,,,
18.135,mega,,,0,0,,
18.136,rodas,0.0,-0.0,,,,
18.136,rodas,0.0,-0.0,,,,
18.175,rodas,0.0,-0.0,,,,
18.176,rodas,0.0,-0.0,,,,
18.176,rodas,0.0,-0.0,,,,
18.235,mega,,,0,0,,
18.236,rodas,0.0,-0.0,,,,
18.236,rodas,0.0,-0.0,,,,
18.275,rodas,0.0,-0.0,,,,
18.276,rodas,0.0,-0.0,,,,
18.276,rodas,0.0,-0.0,,,,
18.335,rodas,0.0,-0.0,,,,
18.335,mega,,,0,0,,
18.335,rodas,0.0,-0.0,,,,
18.375,rodas,0.0,-0.0,,,,
18.376,rodas,0.0,-0.0,,,,
18.376,rodas,0.0,-0.0,,,,
18.435,mega,,,0,0,,
18.436,rodas,0.0,-0.0,,,,
18.436,rodas,0.0,-0.0,,,,
18.475,rodas,0.0,-0.0,,,,
18.476,rodas,0.0,-0.0,,,,
18.476,rodas,0.0,-0.0,,,,
18.535,mega,,,0,0,,
18.536,rodas,0.0,-0.0,,,,
18.537,rodas,0.0,-0.0,,,,
18.575,rodas,0.0,-0.0,,,,
18.577,rodas,0.0,-0.0,,,,
18.577,rodas,0.0,-0.0,,,,
18.635,mega,,,0,0,,
18.636,rodas,0.0,-0.0,,,,
18.637,rodas,0.0,-0.0,,,,
18.675,rodas,0.0,-0.0,,,,
18.675,rodas,0.0,-0.0,,,,
18.675,rodas,0.0,-0.0,,,,
18.735,mega,,,0,0,,
18.736,rodas,0.0,-0.0,,,,
18.736,rodas,0.0,-0.0,,,,
18.775,rodas,0.0,-0.0,,,,
18.775,rodas,0.0,-0.0,,,,
18.776,rodas,0.0,-0.0,,,,
18.835,mega,,,0,0,,
18.836,rodas,0.0,-0.0,,,,
18.836,rodas,0.0,-0.0,,,,
18.875,rodas,0.0,-0.0,,,,
18.876,rodas,0.0,-0.0,,,,
18.876,rodas,0.0,-0.0,,,,
18.935,mega,,,0,0,,
18.936,rodas,0.0,-0.0,,,,
18.936,rodas,0.0,-0.0,,,,
18.975,rodas,0.0,-0.0,,,,
18.976,rodas,0.0,-0.0,,,,
18.976,rodas,0.0,-0.0,,,,
19.035,rodas,0.0,-0.0,,,,
19.036,mega,,,0,0,,
19.036,rodas,0.0,-0.0,,,,
19.075,rodas,0.0,-0.0,,,,
19.076,rodas,0.0,-0.0,,,,
19.076,rodas,0.0,-0.0,,,,
19.135,mega,,,0,0,,
19.136,rodas,0.0,-0.0,,,,
19.136,rodas,0.0,-0.0,,,,
19.175,rodas,0.0,-0.0,,,,
19.176,rodas,0.0,-0.0,,,,
19.176,rodas,0.0,-0.0,,,,
19.235,mega,,,0,0,,
19.235,rodas,0.0,-0.0,,,,
19.235,rodas,0.0,-0.0,,,,
19.275,rodas,0.0,-0.0,,,,
19.276,rodas,0.0,-0.0,,,,
19.276,rodas,0.0,-0.0,,,,
19.335,mega,,,0,0,,
19.336,rodas,0.0,-0.0,,,,
19.336,rodas,0.0,-0.0,,,,
19.375,rodas,0.0,-0.0,,,,
19.376,rodas,0.0,-0.0,,,,
19.376,rodas,0.0,-0.0,,,,
19.435,rodas,0.0,-0.0,,,,
19.436,rodas,0.0,-0.0,,,,
19.436,mega,,,0,0,,
19.475,rodas,0.0,-0.0,,,,
19.476,rodas,0.0,-0.0,,,,
19.476,rodas,0.0,-0.0,,,,
19.535,rodas,0.0,-0.0,,,,
19.536,rodas,0.0,-0.0,,,,
19.536,mega,,,0,0,,
19.575,rodas,0.0,-0.0,,,,
19.576,rodas,0.0,-0.0,,,,
19.576,rodas,0.0,-0.0,,,,
19.635,rodas,0.0,-0.0,,,,
19.636,rodas,0.0,-0.0,,,,
19.636,mega,,,0,0,,
19.675,rodas,0.0,-0.0,,,,
19.675,rodas,0.0,-0.0,,,,
19.676,rodas,0.0,-0.0,,,,
19.735,rodas,0.0,-0.0,,,,
19.736,rodas,0.0,-0.0,,,,
19.736,mega,,,0,0,,
19.775,rodas,0.0,-0.0,,,,
19.776,rodas,0.0,-0.0,,,,
19.776,rodas,0.0,-0.0,,,,
19.835,rodas,0.0,-0.0,,,,
19.836,rodas,0.0,-0.0,,,,
19.836,mega,,,0,0,,
19.875,rodas,0.0,-0.0,,,,
19.876,rodas,0.0,-0.0,,,,
19.877,rodas,0.0,-0.0,,,,
19.935,mega,,,0,0,,
19.936,rodas,0.0,-0.0,,,,
19.936,rodas,0.0,-0.0,,,,
19.975,rodas,0.0,-0.0,,,,
19.976,rodas,0.0,-0.0,,,,
19.977,rodas,0.0,-0.0,,,,
20.036,mega,,,0,0,,
20.036,rodas,0.0,-0.0,,,,
20.037,rodas,0.0,-0.0,,,,
20.075,rodas,0.0,-0.0,,,,
20.076,rodas,0.0,-0.0,,,,
20.076,rodas,0.0,-0.0,,,,
20.135,mega,,,0,0,,
20.136,rodas,0.0,-0.0,,,,
20.136,rodas,0.0,-0.0,,,,
20.175,rodas,0.0,-0.0,,,,
20.176,rodas,0.0,-0.0,,,,
20.176,rodas,0.0,-0.0,,,,
20.235,mega,,,0,0,,
20.235,rodas,0.0,-0.0,,,,
20.236,rodas,0.0,-0.0,,,,
20.275,rodas,0.0,-0.0,,,,
20.276,rodas,0.0,-0.0,,,,
20.276,rodas,0.0,-0.0,,,,
20.335,mega,,,0,0,,
20.336,rodas,0.0,-0.0,,,,
20.336,rodas,0.0,-0.0,,,,
20.395,rodas,0.0,-0.0,,,,
20.396,rodas,0.0,-0.0,,,,
20.396,rodas,0.0,-0.0,,,,
20.435,mega,,,0,0,,
20.435,rodas,0.0,-0.0,,,,
20.436,rodas,0.0,-0.0,,,,
20.495,rodas,0.0,-0.0,,,,
20.496,rodas,0.0,-0.0,,,,
20.496,rodas,0.0,-0.0,,,,
20.535,mega,,,0,0,,
20.536,rodas,0.0,-0.0,,,,
20.536,rodas,0.0,-0.0,,,,
20.595,rodas,0.0,-0.0,,,,
20.596,rodas,0.0,-0.0,,,,
20.596,rodas,0.0,-0.0,,,,
20.635,mega,,,0,0,,
20.636,rodas,0.0,-0.0,,,,
20.636,rodas,0.0,-0.0,,,,
20.695,rodas,0.0,-0.0,,,,
20.696,rodas,0.0,-0.0,,,,
20.696,rodas,0.0,-0.0,,,,
20.735,mega,,,0,0,,
20.736,rodas,0.0,-0.0,,,,
20.736,rodas,0.0,-0.0,,,,
20.795,rodas,0.0,-0.0,,,,
20.795,rodas,0.0,-0.0,,,,
20.796,rodas,0.0,-0.0,,,,
20.835,mega,,,0,0,,
20.836,rodas,0.0,-0.0,,,,
20.836,rodas,0.0,-0.0,,,,
20.895,rodas,0.0,-0.0,,,,
20.896,rodas,0.0,-0.0,,,,
20.896,rodas,0.0,-0.0,,,,
20.935,mega,,,0,0,,
20.936,rodas,0.0,-0.0,,,,
20.936,rodas,0.0,-0.0,,,,
20.995,rodas,0.0,-0.0,,,,
20.995,rodas,0.0,-0.0,,,,
20.996,rodas,0.0,-0.0,,,,
21.035,mega,,,0,0,,
21.036,rodas,0.0,-0.0,,,,
21.036,rodas,0.0,-0.0,,,,
21.095,rodas,0.0,-0.0,,,,
21.095,rodas,0.0,-0.0,,,,
21.096,rodas,0.0,-0.0,,,,
21.135,mega,,,0,0,,
21.137,rodas,0.0,-0.0,,,,
21.138,rodas,0.0,-0.0,,,,
21.195,rodas,0.0,-0.0,,,,
21.195,rodas,0.0,-0.0,,,,
21.196,rodas,0.0,-0.0,,,,
21.235,mega,,,0,0,,
21.236,rodas,0.0,-0.0,,,,
21.236,rodas,0.0,-0.0,,,,
21.295,rodas,0.0,-0.0,,,,
21.296,rodas,0.0,-0.0,,,,
21.296,rodas,0.0,-0.0,,,,
21.335,mega,,,0,0,,
21.336,rodas,0.0,-0.0,,,,
21.336,rodas,0.0,-0.0,,,,
21.395,rodas,0.0,-0.0,,,,
21.396,rodas,0.0,-0.0,,,,
21.396,rodas,0.0,-0.0,,,,
21.435,rodas,0.0,-0.0,,,,
21.436,rodas,0.0,-0.0,,,,
21.436,mega,,,0,0,,
21.495,rodas,0.0,-0.0,,,,
21.495,rodas,0.0,-0.0,,,,
21.496,rodas,0.0,-0.0,,,,
21.535,rodas,0.0,-0.0,,,,
21.536,rodas,0.0,-0.0,,,,
21.536,mega,,,0,0,,
21.596,rodas,0.0,-0.0,,,,
21.596,rodas,0.0,-0.0,,,,
21.596,rodas,0.0,-0.0,,,,
21.635,rodas,0.0,-0.0,,,,
21.636,rodas,0.0,-0.0,,,,
21.636,mega,,,0,0,,
21.695,rodas,0.0,-0.0,,,,
21.696,rodas,0.0,-0.0,,,,
21.696,rodas,0.0,-0.0,,,,
21.735,rodas,0.0,-0.0,,,,
21.735,rodas,0.0,-0.0,,,,
21.736,mega,,,0,0,,
21.795,rodas,0.0,-0.0,,,,
21.796,rodas,0.0,-0.0,,,,
21.796,rodas,0.0,-0.0,,,,
21.835,rodas,0.0,-0.0,,,,
21.836,rodas,0.0,-0.0,,,,
21.836,mega,,,0,0,,
21.895,rodas,0.0,-0.0,,,,
21.896,rodas,0.0,-0.0,,,,
21.896,rodas,0.0,-0.0,,,,
21.935,rodas,0.0,-0.0,,,,
21.936,rodas,0.0,-0.0,,,,
21.936,mega,,,0,0,,
21.995,rodas,0.0,-0.0,,,,
21.996,rodas,0.0,-0.0,,,,
21.996,rodas,0.0,-0.0,,,,
22.035,mega,,,0,0,,
22.036,rodas,0.0,-0.0,,,,
22.036,rodas,0.0,-0.0,,,,
22.095,rodas,0.0,-0.0,,,,
22.098,rodas,0.0,-0.0,,,,
22.099,rodas,0.0,-0.0,,,,
22.135,mega,,,0,0,,
22.136,rodas,0.0,-0.0,,,,
22.136,rodas,0.0,-0.0,,,,
22.195,rodas,0.0,-0.0,,,,
22.196,rodas,0.0,-0.0,,,,
22.196,rodas,0.0,-0.0,,,,
22.235,mega,,,0,0,,
22.236,rodas,0.0,-0.0,,,,
22.236,rodas,0.0,-0.0,,,,
22.295,rodas,0.0,-0.0,,,,
22.296,rodas,0.0,-0.0,,,,
22.296,rodas,0.0,-0.0,,,,
22.335,rodas,0.0,-0.0,,,,
22.335,mega,,,0,0,,
22.335,rodas,0.0,-0.0,,,,
22.396,rodas,0.0,-0.0,,,,
22.397,rodas,0.0,-0.0,,,,
22.398,rodas,0.0,-0.0,,,,
22.435,mega,,,0,0,,
22.435,rodas,0.0,-0.0,,,,
22.436,rodas,0.0,-0.0,,,,
22.495,rodas,0.0,-0.0,,,,
22.495,rodas,0.0,-0.0,,,,
22.496,rodas,0.0,-0.0,,,,
22.535,mega,,,0,0,,
22.536,rodas,0.0,-0.0,,,,
22.536,rodas,0.0,-0.0,,,,
22.595,rodas,0.0,-0.0,,,,
22.595,rodas,0.0,-0.0,,,,
22.596,rodas,0.0,-0.0,,,,
22.635,mega,,,0,0,,
22.636,rodas,0.0,-0.0,,,,
22.636,rodas,0.0,-0.0,,,,
22.695,rodas,0.0,-0.0,,,,
22.695,rodas,0.0,-0.0,,,,
22.696,rodas,0.0,-0.0,,,,
22.735,mega,,,0,0,,
22.736,rodas,0.0,-0.0,,,,
22.736,rodas,0.0,-0.0,,,,
22.795,rodas,0.0,-0.0,,,,
22.795,rodas,0.0,-0.0,,,,
22.796,rodas,0.0,-0.0,,,,
22.835,mega,,,0,0,,
22.835,rodas,0.0,-0.0,,,,
22.836,rodas,0.0,-0.0,,,,
22.895,rodas,0.0,-0.0,,,,
22.895,rodas,0.0,-0.0,,,,
22.895,rodas,0.0,-0.0,,,,
22.935,mega,,,0,0,,
22.935,rodas,0.0,-0.0,,,,
22.936,rodas,0.0,-0.0,,,,
22.995,rodas,0.0,-0.0,,,,
22.995,rodas,0.0,-0.0,,,,
22.996,rodas,0.0,-0.0,,,,
23.035,mega,,,0,0,,
23.036,rodas,0.0,-0.0,,,,
23.036,rodas,0.0,-0.0,,,,
23.095,rodas,0.0,-0.0,,,,
23.095,rodas,0.0,-0.0,,,,
23.096,rodas,0.0,-0.0,,,,
23.135,mega,,,0,0,,
23.136,rodas,0.0,-0.0,,,,
23.136,rodas,0.0,-0.0,,,,
23.195,rodas,0.0,-0.0,,,,
23.195,rodas,0.0,-0.0,,,,
23.196,rodas,0.0,-0.0,,,,
23.235,mega,,,0,0,,
23.235,rodas,0.0,-0.0,,,,
23.236,rodas,0.0,-0.0,,,,
23.295,rodas,0.0,-0.0,,,,
23.295,rodas,0.0,-0.0,,,,
23.296,rodas,0.0,-0.0,,,,
23.335,mega,,,0,0,,
23.336,rodas,0.0,-0.0,,,,
23.336,rodas,0.0,-0.0,,,,
23.395,rodas,0.0,-0.0,,,,
23.395,rodas,0.0,-0.0,,,,
23.396,rodas,0.0,-0.0,,,,
23.435,rodas,0.0,-0.0,,,,
23.436,rodas,0.0,-0.0,,,,
23.436,mega,,,0,0,,
23.495,rodas,0.0,-0.0,,,,
23.495,rodas,0.0,-0.0,,,,
23.496,rodas,0.0,-0.0,,,,
23.535,rodas,0.0,-0.0,,,,
23.536,rodas,0.0,-0.0,,,,
23.536,mega,,,0,0,,
23.595,rodas,0.0,-0.0,,,,
23.596,rodas,0.0,-0.0,,,,
23.596,rodas,0.0,-0.0,,,,
23.635,rodas,0.0,-0.0,,,,
23.635,rodas,0.0,-0.0,,,,
23.635,mega,,,0,0,,
23.695,rodas,0.0,-0.0,,,,
23.696,rodas,0.0,-0.0,,,,
23.696,rodas,0.0,-0.0,,,,
23.735,rodas,0.0,-0.0,,,,
23.736,rodas,0.0,-0.0,,,,
23.736,mega,,,0,0,,
23.795,rodas,0.0,-0.0,,,,
23.796,rodas,0.0,-0.0,,,,
23.796,rodas,0.0,-0.0,,,,
23.835,rodas,0.0,-0.0,,,,
23.836,rodas,0.0,-0.0,,,,
23.836,mega,,,0,0,,
23.895,rodas,0.0,-0.0,,,,
23.895,rodas,0.0,-0.0,,,,
23.896,rodas,0.0,-0.0,,,,
23.935,rodas,0.0,-0.0,,,,
23.935,rodas,0.0,-0.0,,,,
23.935,mega,,,0,0,,
23.995,rodas,0.0,-0.0,,,,
23.996,rodas,0.0,-0.0,,,,
23.996,rodas,0.0,-0.0,,,,
24.035,rodas,0.0,-0.0,,,,
24.035,mega,,,0,0,,
24.036,rodas,0.0,-0.0,,,,
24.095,rodas,0.0,-0.0,,,,
24.095,rodas,0.0,-0.0,,,,
24.096,rodas,0.0,-0.0,,,,
24.135,mega,,,0,0,,
24.135,rodas,0.0,-0.0,,,,
24.136,rodas,0.0,-0.0,,,,
24.195,rodas,0.0,-0.0,,,,
24.195,rodas,0.0,-0.0,,,,
24.196,rodas,0.0,-0.0,,,,
24.235,mega,,,0,0,,
24.236,rodas,0.0,-0.0,,,,
24.236,rodas,0.0,-0.0,,,,
24.295,rodas,0.0,-0.0,,,,
24.296,rodas,0.0,-0.0,,,,
24.296,rodas,0.0,-0.0,,,,
24.355,mega,,,0,0,,
24.355,rodas,0.0,-0.0,,,,
24.356,rodas,0.0,-0.0,,,,
24.395,rodas,0.0,-0.0,,,,
24.396,rodas,0.0,-0.0,,,,
24.396,rodas,0.0,-0.0,,,,
24.455,mega,,,0,0,,
24.456,rodas,0.0,-0.0,,,,
24.456,rodas,0.0,-0.0,,,,
24.495,rodas,0.0,-0.0,,,,
24.495,rodas,0.0,-0.0,,,,
24.496,rodas,0.0,-0.0,,,,
24.555,mega,,,0,0,,
24.556,rodas,0.0,-0.0,,,,
24.556,rodas,0.0,-0.0,,,,
24.595,rodas,0.0,-0.0,,,,
24.595,rodas,0.0,-0.0,,,,
24.596,rodas,0.0,-0.0,,,,
24.655,mega,,,0,0,,
24.655,rodas,0.0,-0.0,,,,
24.656,rodas,0.0,-0.0,,,,
24.695,rodas,0.0,-0.0,,,,
24.695,rodas,0.0,-0.0,,,,
24.696,rodas,0.0,-0.0,,,,
24.755,mega,,,0,0,,
24.755,rodas,0.0,-0.0,,,,
24.755,rodas,0.0,-0.0,,,,
24.795,rodas,0.0,-0.0,,,,
24.796,rodas,0.0,-0.0,,,,
24.796,rodas,0.0,-0.0,,,,
24.855,mega,,,0,0,,
24.856,rodas,0.0,-0.0,,,,
24.856,rodas,0.0,-0.0,,,,
24.895,rodas,0.0,-0.0,,,,
24.896,rodas,0.0,-0.0,,,,
24.897,rodas,0.0,-0.0,,,,
24.955,mega,,,0,0,,
24.955,rodas,0.0,-0.0,,,,
24.956,rodas,0.0,-0.0,,,,
24.995,rodas,0.0,-0.0,,,,
24.995,rodas,0.0,-0.0,,,,
24.995,rodas,0.0,-0.0,,,,
25.055,rodas,0.0,-0.0,,,,
25.055,mega,,,0,0,,
25.055,rodas,0.0,-0.0,,,,
25.095,rodas,0.0,-0.0,,,,
25.095,rodas,0.0,-0.0,,,,
25.096,rodas,0.0,-0.0,,,,
25.155,mega,,,0,0,,
25.155,rodas,0.0,-0.0,,,,
25.156,rodas,0.0,-0.0,,,,
25.195,rodas,0.0,-0.0,,,,
25.196,rodas,0.0,-0.0,,,,
25.196,rodas,0.0,-0.0,,,,
25.255,mega,,,0,0,,
25.255,rodas,0.0,-0.0,,,,
25.256,rodas,0.0,-0.0,,,,
25.295,rodas,0.0,-0.0,,,,
25.295,rodas,0.0,-0.0,,,,
25.296,rodas,0.0,-0.0,,,,
25.355,mega,,,0,0,,
25.355,rodas,0.0,-0.0,,,,
25.355,rodas,0.0,-0.0,,,,
25.395,rodas,0.0,-0.0,,,,
25.395,rodas,0.0,-0.0,,,,
25.395,rodas,0.0,-0.0,,,,
25.455,rodas,0.0,-0.0,,,,
25.455,rodas,0.0,-0.0,,,,
25.455,mega,,,0,0,,
25.495,rodas,0.0,-0.0,,,,
25.495,rodas,0.0,-0.0,,,,
25.496,rodas,0.0,-0.0,,,,
25.555,rodas,0.0,-0.0,,,,
25.556,rodas,0.0,-0.0,,,,
25.556,mega,,,0,0,,
25.595,rodas,0.0,-0.0,,,,
25.595,rodas,0.0,-0.0,,,,
25.596,rodas,0.0,-0.0,,,,
25.655,rodas,0.0,-0.0,,,,
25.655,rodas,0.0,-0.0,,,,
25.656,mega,,,0,0,,
25.695,rodas,0.0,-0.0,,,,
25.695,rodas,0.0,-0.0,,,,
25.696,rodas,0.0,-0.0,,,,
25.755,rodas,0.0,-0.0,,,,
25.755,rodas,0.0,-0.0,,,,
25.755,mega,,,0,0,,
25.795,rodas,0.0,-0.0,,,,
25.795,rodas,0.0,-0.0,,,,
25.796,rodas,0.0,-0.0,,,,
25.855,rodas,0.0,-0.0,,,,
25.855,rodas,0.0,-0.0,,,,
25.855,mega,,,0,0,,
25.895,rodas,0.0,-0.0,,,,
25.895,rodas,0.0,-0.0,,,,
25.896,rodas,0.0,-0.0,,,,
25.955,rodas,0.0,-0.0,,,,
25.955,rodas,0.0,-0.0,,,,
25.955,mega,,,0,0,,
25.995,rodas,0.0,-0.0,,,,
25.995,rodas,0.0,-0.0,,,,
25.996,rodas,0.0,-0.0,,,,
26.055,rodas,0.0,-0.0,,,,
26.055,rodas,0.0,-0.0,,,,
26.055,mega,,,0,0,,
26.095,rodas,0.0,-0.0,,,,
26.095,rodas,0.0,-0.0,,,,
26.096,rodas,0.0,-0.0,,,,
26.155,rodas,0.0,-0.0,,,,
26.156,rodas,0.0,-0.0,,,,
26.156,mega,,,0,0,,
26.195,rodas,0.0,-0.0,,,,
26.195,rodas,0.0,-0.0,,,,
